,Structure,Fréquence
3011,nc adj pro v adj nc,1
2873,nc prep nc prep nc nc v,1
2992,np np v prep det,1
557,np prep nc np,1
649,nc prep nc v det np adj prep det nc,1
208,nc v adj prep det nc adj prep nc csu,1
3558,nc adj prep nc prep nc prep nc csu prep det nc,1
3557,nc prep nc adj prep nc prep nc csu prep det nc,1
209,nc v adj prep det nc adj nc,1
3555,nc np prep det nc np np,1
3554,adj np prep det nc,1
3553,nc v det nc adv,1
3552,nc v det nc v,1
210,nc v adj prep det nc adj nc csu,1
3550,nc v det nc csu det nc adj,1
211,nc v adj prep det nc prep nc adj nc csu,1
212,nc v adj prep det nc prep nc adj nc,1
213,nc v adj prep det nc prep nc adj prep nc csu,1
214,nc np prep det nc adj prep nc csu,1
215,nc np prep det np prep nc csu,1
3544,nc adj nc prep nc prep nc np,1
3543,nc prep nc v prep v prep nc,1
3542,adj nc v v,1
216,nc np prep det nc prep nc adj prep nc csu,1
218,np np np np np np np,1
225,v nc v,1
3537,nc prep v v prep nc prep det nc adj,1
3536,nc prep nc adj nc v prep det nc,1
239,nc v adj prep det nc,1
242,nc v prep nc v prep adj,1
3532,nc np prep np prep nc,1
3559,v adv adv prep det nc adj,1
3561,nc nc np nc np,1
243,nc v prep nc adj prep adj,1
204,nc adj adj adj prep nc prep nc prep np prep nc csu prep det np,1
3593,nc v prep det nc csu prep nc,1
3592,nc adj v prep det nc csu prep nc,1
3591,np v det nc np,1
3590,nc v det nc np prep nc,1
3589,adv adj np v nc np nc adj nc np adj nc,1
3586,csu np np,1
3585,nc adj v prep nc prep nc csu nc,1
3584,nc adj nc prep det nc prep nc csu,1
3583,nc adj v prep det nc prep nc csu,1
3582,nc nc adv v,1
168,np nc adj nc v nc,1
3578,nc nc prep det nc prep det nc,1
3577,adj nc adj adv adj,1
3576,adj nc adj adv v adv prep nc,1
3575,np adv adj adv v adv prep nc,1
3574,np adv adj adv adj,1
3573,np adv adv v,1
3572,adj nc adv v adv prep nc,1
3571,np adv adv adj,1
3570,adv adj adj,1
3569,nc adj prep nc adj v prep prep nc,1
184,nc prep nc prep nc csu prep nc prep nc adj,1
3567,nc prep det np nc np,1
3564,nc prep nc prep det nc prep nc prep nc adj,1
203,nc prep nc prep nc prep np prep nc csu prep det np,1
3531,nc prep nc adj prep det nc prep nc adj,1
246,nc adj v prep prep nc adj,1
3197,nc nc nc prep nc prep nc np,1
3498,adj np adv nc,1
3493,nc prep nc prep det nc adj adj prep nc,1
3492,nc prep nc prep det nc adj adv v prep det nc,1
3491,nc nc prep det nc adj prep nc,1
3490,nc prep det nc adj nc prep det nc adj,1
298,nc v det nc v det nc csu det nc adj prep nc,1
306,nc nc nc adj nc adj v,1
3485,nc adj nc prep det nc adj,1
316,nc prep nc nc prep det nc prep nc,1
3482,np v v prep det nc,1
320,nc v prep nc adj prep nc nc,1
3480,adj prep nc prep nc prep np,1
3477,nc adj prep det nc adj csu det nc adj,1
3472,v nc nc nc,1
3471,v nc adj np,1
345,nc v det nc prep np np,1
3469,nc v prep nc adj prep det nc adj,1
3468,nc prep nc adj prep det nc csu det nc,1
3467,nc adj prep det nc csu det nc,1
3466,nc prep nc adj prep det nc det nc csu det nc,1
3465,nc adj prep det nc det nc csu det nc,1
3464,adj prep nc nc,1
346,nc v det nc np np,1
3462,np nc np prep nc,1
349,nc adj prep nc prep nc prep np np,1
3460,nc v prep det nc prep det nc prep det adj,1
292,nc prep nc prep nc adj v prep prep nc,1
264,np v v adj,1
3527,adv nc prep nc adj,1
263,nc v adj v det nc prep nc adj,1
247,nc adj v prep prep adj,1
3524,nc prep nc np np prep nc adj,1
256,nc prep nc prep v nc csu prep nc,1
3522,nc adj adj v adj,1
3521,adj prep nc prep nc adj nc,1
3520,adj prep nc adj nc prep nc,1
3519,nc adj prep adj nc prep nc adj,1
3518,nc prep det np prep np prep np,1
3517,nc prep det np prep np,1
3516,nc prep det np prep v,1
3515,np np v prep np,1
257,nc prep nc prep nc prep nc csu prep nc prep nc adj,1
3513,det np,1
3512,nc prep det nc prep nc csu det nc adj,1
3511,adj nc adj np np np v,1
259,nc prep v prep nc v,1
3509,v prep det nc prep nc np,1
3508,nc nc adj prep det nc adj,1
3507,nc nc adj prep det nc prep nc,1
261,nc v v adj prep nc prep nc prep nc,1
3505,np nc prep nc prep adj,1
3504,nc prep nc prep det adj nc prep nc det nc adj,1
3503,nc prep nc prep det adj nc prep nc prep det nc adj,1
3502,nc prep det nc prep det adj nc,1
262,nc v nc adj v det nc prep nc,1
3594,nc adv prep nc np,1
152,nc nc adj nc adj nc adj nc,1
151,nc adv adj prep det nc prep np,1
3692,nc adj v prep det nc adj prep nc,1
3690,nc v adv v adv adj,1
3689,nc v prep csu adv,1
38,nc pro v v det nc,1
3686,nc prep det nc prep nc v adj,1
3685,nc adj prep nc nc prep det nc,1
39,nc prep det nc pro v prep prep nc,1
3683,nc prep det np np np,1
3682,nc prep det np v nc,1
3681,nc v det nc prep nc adj,1
55,nc csu nc prep nc adv adj,1
3679,np nc prep nc csu prep nc,1
58,nc prep nc csu nc adv adj,1
63,prep prep nc adj,1
70,nc prep det nc prep nc prep nc csu prep nc,1
3675,np adj nc adj np nc adj nc,1
3674,np nc adj prep nc prep nc csu prep det nc,1
3672,adj nc prep nc adj v,1
3671,adj adj nc prep det nc,1
3670,nc adj prep det nc prep nc adj np,1
72,det nc csu det nc,1
3668,nc v prep nc nc v prep det nc,1
3667,nc np v prep det nc prep nc prep det nc adj,1
3666,nc np nc nc prep pro,1
3665,nc prep nc np nc np nc,1
3664,nc prep nc nc adj adj prep nc,1
3691,nc adv v v adv adj,1
3693,adj nc nc adj adj nc,1
150,nc adv adj prep np,1
3694,nc adj adj adv v adv prep v det nc adj adj prep adj nc,1
3722,adj nc adv adj,1
3721,nc prep np prep det nc adj prep det nc adj,1
3720,nc nc prep det v nc,1
3719,np nc v v,1
15,nc prep nc prep nc adj prep nc prep nc,1
3717,nc adj prep nc prep nc prep det nc prep det nc v det nc,1
3716,nc adj prep nc prep nc adj prep nc prep nc adj v det nc,1
3712,nc nc prep det adj adj nc prep det nc adj adj,1
3711,np nc v adj nc adj,1
3710,nc adj prep det nc prep nc adj adj,1
3709,nc adv v prep det nc prep nc nc,1
3708,nc prep det nc prep det nc prep nc np,1
3707,nc adj prep det nc prep det nc adj csu adj csu prep det nc,1
3706,nc v prep det nc prep det nc adj csu adj csu prep det nc,1
3705,nc prep det nc prep prep det nc prep nc np,1
3704,nc prep det nc np prep det nc prep nc np,1
3703,nc adj adj prep nc prep nc adj adj,1
21,nc v prep det nc csu det nc,1
3701,nc adj adj prep nc csu prep nc,1
3700,np adj nc nc adj v np,1
3699,np nc adj adj adv v adv prep v det np,1
3698,nc adj adj adv v adv prep v det np,1
3697,nc prep nc adj adv v adv prep v det nc adj adj prep adj nc,1
3696,adj nc nc nc nc adv adj nc adj nc,1
3695,adj nc nc nc v adv np,1
3663,v nc adj nc adj nc,1
3662,nc nc np csu adj,1
3661,nc np csu np nc,1
3660,np nc np v np nc,1
3626,nc adj adj v prep det nc prep nc adj,1
3624,adv np np,1
3623,nc prep nc adj prep nc csu nc adj,1
3622,nc v v np,1
3621,nc prep nc nc adj csu nc prep nc adj adj,1
3620,adj adj nc adj adj nc v,1
3619,nc prep nc prep nc prep nc adv adj,1
3618,nc prep nc prep det nc adj prep nc prep nc,1
3617,nc prep nc prep nc adv v,1
110,nc prep nc v csu v,1
3615,adj prep det nc prep np,1
3614,nc adj prep prep,1
3613,nc adj prep det adj adj nc prep det nc prep nc,1
3612,nc adj prep det nc adj v prep nc,1
3611,nc v det adj adj nc prep det nc prep nc,1
125,nc prep det nc adj v prep det nc,1
3609,nc prep det nc prep nc v det nc adj,1
3608,nc v det nc adj v prep nc,1
3607,nc adj v det adj nc prep nc,1
3606,nc v det adj adj nc,1
3605,np nc nc v nc,1
127,adj adv pro v adv prep pro v pro,1
138,v adv prep nc prep nc,1
139,v adv prep nc,1
140,nc prep nc prep nc csu prep det nc prep nc prep nc,1
3627,np nc csu np nc,1
105,v v adv prep nc,1
3629,nc np pro v prep nc np,1
3645,nc adj adj v csu adv v,1
3659,nc adj np np np adj,1
83,det nc prep det adj,1
3656,v prep det nc adv adj,1
3654,nc adv v prep det nc adj,1
3653,nc prep nc adj csu nc v prep nc,1
3651,nc prep nc np prep,1
3650,nc adj v prep nc v,1
3649,nc v v prep np,1
3648,nc np v prep det nc prep det nc nc adj,1
3647,nc nc adj adj nc np,1
3646,nc adj v adj csu adv v,1
3644,nc adj adj v csu v adv,1
3630,np adj nc np adj,1
3643,adj nc adj adv v,1
3641,nc nc np prep,1
3640,nc prep nc csu nc prep nc adj,1
3639,nc prep nc csu v prep nc adj,1
98,nc prep v csu prep v,1
3636,nc nc adj adj nc adj,1
3635,nc pro v prep nc adj prep det nc np,1
100,nc prep nc v prep prep nc adj,1
102,nc pro v adv prep nc,1
3632,nc prep det nc adj pro v prep nc,1
104,nc csu v v adv prep nc,1
3459,np nc np nc adj nc adj v,1
3458,nc adj csu adj nc prep nc,1
3457,nc adj csu adj v prep nc,1
3290,nc adj nc prep det nc np adj,1
518,nc nc v det nc v prep np prep nc,1
519,nc nc v det nc v prep np,1
525,nc prep det nc adj v prep np,1
3285,nc adj prep nc nc adj prep det np adj,1
3284,nc adj prep nc nc np adj,1
3283,nc adj prep nc adj prep det np,1
3282,nc adj prep nc adj prep det np adj,1
3281,nc adj prep nc np adj,1
3279,nc adj prep det np prep nc,1
531,nc prep det nc prep nc nc adj prep nc,1
532,nc prep det nc prep nc nc adj,1
3276,np np nc nc v nc,1
3275,nc csu nc prep nc nc,1
3274,np np nc nc v np,1
537,nc csu v prep nc nc,1
538,nc csu v,1
539,nc csu v v,1
540,nc csu v v prep nc,1
541,nc np adj v prep nc,1
3267,np np np nc adj nc,1
547,nc prep nc adj csu nc adj,1
3265,nc nc prep det np nc,1
2802,v nc prep nc adj prep nc,1
3263,nc adj prep det np nc adj,1
3262,np np np nc v nc,1
517,nc adv adj nc csu v,1
3291,nc adj nc prep det nc adj prep det np adj,1
473,np v prep det nc adj prep det nc,1
3292,nc adj nc prep det nc adj prep det np,1
3319,nc adj adj nc adj prep nc,1
3318,nc adj prep adj nc adj np,1
3317,nc adj nc prep adj nc adj,1
477,adj adj nc v nc,1
478,np np nc np v nc adj,1
479,nc np np csu np prep np,1
3313,nc prep v prep nc np,1
483,nc prep det nc np prep nc prep det nc v prep np v prep det nc csu adj prep det nc,1
3311,nc prep nc nc prep v,1
485,nc adj adj nc adj adj nc np nc,1
3309,nc v prep nc prep nc csu adj,1
3308,nc prep det nc adv,1
3307,nc adj prep det adj adj nc,1
3306,adj adj nc prep nc prep nc csu prep nc,1
3305,nc prep v prep nc prep det nc,1
3304,nc prep v v prep prep nc prep det nc,1
3303,nc prep v adj v,1
490,nc prep det nc prep nc prep nc prep np prep nc np,1
3301,nc adj np np adj,1
501,nc np prep nc prep det nc prep adj nc prep nc,1
3299,nc v prep prep adj nc prep nc np,1
502,nc np v det nc prep adj nc prep nc,1
504,nc prep nc nc v prep np,1
506,np nc v adj nc nc,1
512,nc prep v v prep det nc,1
3261,nc prep nc adj prep np prep nc,1
3260,np np adj prep nc adj np,1
3259,np nc adj np v,1
560,v adj nc nc np,1
3224,np np nc nc v,1
3223,np nc nc np nc,1
3222,np nc nc np v,1
3221,nc nc adj prep nc prep,1
3220,nc nc nc adj prep nc prep,1
3219,np nc nc np nc prep,1
629,nc prep nc np np nc prep np,1
630,nc prep nc np nc prep np prep det nc prep np,1
633,v prep nc adj csu pro prep nc,1
639,v det nc prep nc,1
640,nc prep nc prep nc v prep det nc adj,1
641,adj nc v prep det nc adj,1
643,np adj nc prep nc adj adj,1
3211,np nc nc np np nc,1
644,nc prep prep nc prep nc v det np,1
3209,adj adj nc nc nc np,1
3208,adj nc nc nc np,1
645,nc prep prep nc prep nc prep nc prep det np,1
3206,nc csu prep nc nc v,1
3203,nc prep nc nc prep det np adj prep np,1
648,nc prep nc prep nc prep det np adj prep det nc,1
3201,nc prep nc adj adj nc csu np np v,1
3200,nc prep nc np nc csu np np v,1
3199,nc nc np nc csu np np v,1
3198,np nc np np np adj v,1
625,nc prep nc np v,1
3227,np nc np np nc nc,1
3228,nc adj prep det nc nc prep nc np,1
3244,np nc np np np v np,1
561,adj adj nc nc np,1
566,nc v prep det nc prep nc adj adj,1
3253,nc prep nc v prep det np,1
568,nc v prep det nc adj prep nc adj,1
3251,nc v prep det adj nc prep nc,1
3250,np nc np v prep v np,1
570,adj nc adj v prep nc,1
571,np np adj nc np np nc v,1
576,nc np nc np np nc v,1
577,nc np nc np nc np np v,1
3245,nc adj prep det nc adj np prep det nc v,1
578,adj nc adj np nc adj np v,1
614,adj nc prep adj,1
581,nc adj prep nc adj prep nc csu nc,1
590,nc adj prep det nc prep nc nc,1
595,nc prep det nc adj csu prep det nc,1
599,np np adj nc nc,1
3237,np nc np v prep nc np,1
3236,nc adj prep det nc adj prep det nc nc prep nc np,1
3234,nc adj prep det nc adj prep det nc v,1
3233,np nc np np adj,1
604,adj nc nc adj adj nc adj,1
605,np np np np adj,1
606,np adj nc adj adj nc,1
3321,v prep pro nc,1
3324,nc prep det nc prep nc prep nc v adj,1
3456,prep nc adj prep nc,1
3424,nc adj adj prep det nc adj prep nc,1
3422,det nc adj adj,1
375,nc prep det nc v prep nc prep det adj nc nc,1
3420,nc np prep nc csu prep nc,1
3419,nc prep nc adj prep nc adj prep nc prep nc adj,1
376,nc np prep nc prep nc adj prep det nc,1
3417,nc csu nc prep nc prep det nc adj,1
377,nc adj prep det nc np prep nc prep det nc,1
378,nc prep det nc prep nc v det nc nc,1
380,nc v prep nc np np csu np,1
3412,nc adj adj v prep nc v prep det,1
3411,nc v prep nc adj prep nc v prep det,1
3410,nc v prep nc adj prep nc v prep nc,1
3409,nc v prep nc adj v prep nc,1
3408,nc v prep nc adj v prep det,1
3404,nc prep np np np nc,1
398,nc prep nc nc v det nc adj,1
3401,nc nc adj v csu nc adj,1
404,nc v prep det nc prep nc v prep det nc adj,1
3399,nc prep np np prep nc adj,1
3397,nc v prep nc nc prep nc adj,1
3396,nc v prep nc nc prep nc,1
3395,np v v nc adj nc,1
3394,nc adj adj adj adj csu adj,1
411,nc np prep det nc prep det nc np,1
3392,nc adj adj v prep prep nc adj csu prep nc,1
3423,np v prep det adj nc,1
372,np v det nc adj prep nc,1
3325,adj prep nc adj v,1
370,nc prep nc adj prep det nc v prep np,1
3455,nc nc adj prep nc adv adj,1
3454,nc prep nc adj prep nc adv adj,1
350,nc adj prep nc prep nc np np,1
3452,nc adv adj adj nc,1
353,nc nc nc prep nc adj prep nc,1
3450,nc adj prep prep det nc nc prep nc,1
3449,np np nc nc nc np np nc v,1
3448,np nc np nc np nc np np np v,1
3447,np nc np np nc np nc np nc np np np v,1
3446,np np np np np nc v,1
3445,nc prep det nc adj csu det nc prep np,1
3444,nc adj prep det nc adj csu det nc,1
3443,nc prep nc prep det nc adj prep np prep det nc,1
3440,adj nc v prep adj np,1
3439,nc prep det nc prep nc prep det nc csu nc,1
3438,nc prep det nc prep nc adj csu nc,1
3437,nc adj v prep det nc prep np,1
3436,nc np adj prep det nc prep nc adj,1
3435,adj nc np v prep adj np,1
3434,adj nc prep v prep adj np,1
363,nc v prep nc prep nc prep det nc prep nc,1
364,nc v prep nc prep nc prep det nc adj,1
368,nc prep det nc np prep nc v det np np,1
3429,adj nc v prep nc prep nc nc,1
3428,nc prep nc adj prep nc nc adj,1
3391,nc adj adj v prep prep nc csu prep nc adj,1
412,nc np prep det nc prep nc np,1
3389,nc v det adj nc adj,1
3388,adj nc nc csu nc,1
432,nc np v nc prep np,1
438,np v nc prep np,1
441,v np np adj prep det nc,1
442,adj nc adj nc adj np nc,1
3350,nc prep prep adj nc prep nc np,1
3349,nc prep prep nc prep nc nc prep nc np,1
3348,nc prep prep nc prep nc nc prep nc nc,1
3347,nc prep nc nc adj prep nc nc,1
443,nc v prep det nc adj csu prep det nc,1
3344,nc adj adj csu adj v prep det,1
3343,nc np adj np np,1
3342,nc np prep nc prep det adj nc adj,1
451,adj nc prep det nc nc adj adj,1
452,nc nc adj np adj,1
455,nc prep nc prep np adj prep np,1
457,nc nc adj prep det nc np,1
462,nc adj nc adj prep nc,1
464,nc adj np prep np prep nc,1
3334,nc v prep det nc prep nc prep det np,1
3333,nc np v prep det nc adj,1
3332,nc prep prep nc prep det nc adj,1
3331,nc prep nc v adj nc,1
3330,nc prep nc adj prep nc v prep det nc,1
3328,nc prep nc adj adj v prep det nc,1
3326,adj prep nc prep nc np,1
426,nc v det np prep np,1
3358,nc prep nc prep nc nc prep nc nc,1
425,nc v det np prep det nc np,1
3376,nc csu nc prep adj,1
3387,nc v prep det csu,1
3386,nc v prep csu,1
3385,nc adj prep nc adj csu prep nc adj prep np prep np,1
3384,nc adj prep nc adj csu prep nc adj prep np,1
3383,nc adj prep nc adj csu prep nc adj prep v,1
3382,nc adj prep nc adj csu prep nc adj,1
3381,nc adj adj prep nc adj csu prep nc adj,1
3380,adj nc adj nc adj adj nc v,1
413,nc prep nc adj nc prep nc nc,1
414,nc nc nc nc prep nc,1
415,v nc nc nc np np adj nc np,1
3375,nc csu v prep adj,1
423,np np v adj nc,1
3374,adj prep nc v det nc,1
3373,nc prep det nc v det nc,1
3372,nc adj nc prep nc nc,1
3371,nc prep nc np prep nc nc,1
418,np prep np adj np,1
3368,np np np np pro np np,1
3367,nc prep nc np np np np pro,1
3365,nc prep det nc adj csu prep nc adj,1
422,nc v det nc prep det np prep np,1
3363,nc prep nc adj nc adj csu nc prep adj nc,1
3362,adj prep prep nc np,1
2803,nc nc prep nc prep det nc adj prep det nc,1
1716,nc prep nc prep det nc prep nc adj adj,1
2801,adj nc prep nc prep det nc prep det nc,1
2090,nc prep nc prep adj nc prep nc v,1
2088,nc adj prep det adj np,1
2087,np nc prep nc prep nc prep det nc,1
2086,nc nc nc v prep nc adj,1
2085,np nc prep det np adj,1
2084,adj nc v nc v,1
1500,nc adj prep det adj nc prep nc prep,1
1501,nc prep det adj nc prep nc prep adj,1
1502,np np np prep nc v,1
2080,nc prep np v prep det nc adj,1
2079,v nc adj adj nc,1
2078,nc adj adj v nc,1
2077,nc adj adj nc nc,1
2076,nc np adv np np,1
2075,nc prep adj prep nc nc,1
1503,prep prep nc nc,1
2073,v nc prep nc nc prep np,1
1504,np nc prep np csu np,1
2071,nc nc v prep det nc prep np,1
2070,nc adj adj v prep det nc prep nc,1
2069,nc pro v prep det np adj nc,1
2068,nc pro v prep det np adj,1
2067,nc v det np adj nc,1
2065,nc pro v prep det np,1
1507,nc v v adj nc,1
1509,nc np adj nc v,1
2089,nc prep nc prep nc prep nc prep adj nc,1
1499,np nc nc adj np,1
2059,np nc nc nc nc v,1
1498,adj nc prep nc adj csu adj,1
1470,nc adj adj nc prep prep det np,1
2123,nc v det nc prep nc prep det np,1
2122,nc v det nc prep nc prep det np adj,1
2120,nc prep nc prep det nc adj prep det np adj,1
1473,nc prep det nc prep det nc adj prep np,1
2117,np adj nc adj adj nc adj adj nc,1
1475,nc np prep det nc adj prep np,1
1476,nc adj prep nc prep nc prep det nc csu prep nc,1
1479,nc np nc nc v,1
1481,nc csu nc prep nc prep det nc,1
2111,nc np v adj,1
1482,nc csu nc adj prep nc,1
2109,v adv v,1
1484,nc adj prep np prep det nc,1
2107,nc prep nc prep det nc prep det nc prep det nc,1
2106,nc adj v adj prep det nc,1
2105,nc adj v adj nc prep det nc,1
2104,nc adv adj nc prep nc adj,1
1485,nc prep nc csu prep nc prep det nc adj,1
2101,nc adv nc adj prep nc adj,1
1491,nc prep nc prep nc pro,1
2098,nc prep nc adj adj nc v csu v,1
2097,nc csu nc nc adj adj,1
2096,nc csu adj nc adj adj,1
2095,nc csu nc adj prep nc adj,1
2060,nc v prep v v det nc,1
2058,nc adj nc nc nc v,1
1542,nc adj np adj np,1
2027,np nc np np np nc np v,1
2025,nc np nc np np,1
2023,np prep nc prep nc,1
1528,nc prep nc prep det nc prep nc prep np prep np,1
2020,nc v np adj,1
2019,nc prep det nc np adj prep det nc np,1
2018,nc prep det nc np v prep det nc,1
2017,nc v det nc prep nc prep nc adj,1
2016,nc v det nc prep nc csu prep nc,1
1531,adj nc nc np np nc np v,1
1532,nc adj adj prep det nc csu det nc prep nc,1
2013,nc np nc np nc np,1
2011,nc adj nc np prep nc,1
1534,nc adj prep det nc csu det nc prep nc prep v,1
1535,nc adj prep det nc csu det nc prep nc prep np,1
1536,nc adj prep det nc csu det nc prep nc prep np prep np,1
1537,adj nc adj adj np v,1
2006,nc adj v nc prep np,1
2005,nc adj adv adj prep nc adj adj,1
2004,nc adj adj v nc adj,1
1538,nc adj prep det nc adj prep v,1
2002,nc adj adj adj adj nc np,1
1539,nc adj prep det nc adj prep np prep np,1
1540,adj nc adj np v,1
1541,adj nc adj nc v,1
1998,np adj adj nc,1
2026,nc nc v prep nc prep adj,1
2028,nc prep det nc csu det nc prep nc prep v,1
2057,nc adv adv prep nc nc adj,1
2029,nc prep det nc csu det nc prep nc prep np,1
2056,nc adv adv prep det nc adj,1
2055,nc v csu v,1
1516,nc adj prep nc prep det nc prep v,1
1517,nc adj prep nc prep det nc prep np,1
2051,np np adj prep adj nc,1
2050,nc adj adj v v,1
2049,nc adj adj nc prep nc nc,1
2048,v prep det adj nc,1
2047,nc v prep nc adv v,1
1518,nc adj prep nc prep det nc prep np prep np,1
2045,nc adj adj nc prep det nc adj v,1
2044,nc np adj v,1
1519,adj nc nc nc nc v,1
2042,np v prep v,1
2041,nc prep nc np adj np np,1
1520,nc adj prep nc prep nc prep v,1
1521,nc adj prep nc prep nc prep np prep np,1
2037,nc prep nc prep nc np prep np,1
2036,adj nc prep nc prep nc adj prep nc,1
1524,nc nc adj prep np prep np,1
1525,nc np nc nc np v,1
2033,nc v det nc nc adj,1
2032,v adj nc nc,1
1526,nc prep nc prep det nc prep nc prep v,1
2030,nc prep det nc csu det nc prep nc prep np prep np,1
1469,nc adj adj nc prep prep det nc adj v,1
2127,np prep np nc nc,1
1464,nc prep nc v prep nc prep nc adj,1
1397,nc nc np v,1
1400,nc adj adj nc prep nc adj adj,1
2222,nc prep nc csu prep nc adj prep det adj nc v v,1
2221,nc adj prep nc adj prep nc adj v prep nc,1
2220,nc adj prep det nc adj prep nc nc,1
2219,np np prep nc adj nc prep nc nc,1
2218,np np prep det nc adj adj,1
2217,nc prep nc nc adj nc,1
2216,nc v nc prep np,1
2215,nc adj v nc adj,1
2214,nc prep nc prep np csu prep np,1
2213,nc v prep nc prep nc prep prep nc adj prep np prep np,1
2212,nc v prep nc prep nc prep prep nc adj,1
2211,nc v prep nc prep nc adj prep np prep np,1
2210,nc v prep nc prep nc adj prep np,1
2209,nc v prep nc prep nc adj prep v,1
2208,nc nc np np nc v,1
1408,nc prep adj nc adj adj,1
2205,nc nc adj np np,1
2204,nc prep det nc prep det nc prep np prep np,1
2203,nc prep det nc prep det nc prep v,1
2202,nc prep nc prep det nc prep np adj,1
1409,nc prep v nc adj adj,1
1410,nc prep v nc prep nc adj adj adj,1
2199,adj nc v prep nc np,1
2198,adj v prep nc np,1
2225,nc prep det nc prep nc prep nc prep nc,1
2227,np nc v np,1
1461,nc np adj nc prep nc,1
2228,nc adj adj prep det nc csu prep det nc,1
2257,nc adj prep det nc adj nc adj,1
1381,nc prep nc adj nc prep nc v,1
2255,nc prep nc csu np,1
2253,nc pro v prep nc prep nc adj prep det nc,1
2252,adj nc prep nc np csu prep nc,1
2251,nc prep det nc nc nc,1
1385,nc adj adj prep det nc prep adj nc,1
1388,nc adj adj prep nc v,1
1389,nc adj adj prep nc v v,1
2245,nc np prep np prep np,1
2243,np v det nc nc,1
2242,np nc prep nc adj nc,1
2241,nc v nc prep nc,1
1392,adv nc adj,1
2239,nc np prep np csu np,1
2238,nc prep det adj nc nc adj,1
1395,nc v det nc prep adj nc,1
2236,nc prep nc np np nc np np,1
1396,nc nc adj csu adj v,1
2234,np adj nc adj nc nc,1
2233,v csu adj prep nc,1
2232,adj nc adj nc nc v,1
2231,nc adj prep det nc csu prep det nc prep np prep np,1
2230,nc adj prep det nc csu prep det nc prep np,1
2229,nc adj prep det nc csu prep det nc prep v,1
2197,adj v adj,1
2196,nc prep np nc adj np,1
2195,nc det nc,1
2194,det nc nc,1
2157,nc adj nc prep np nc prep det nc nc nc,1
2156,nc adj np np np,1
2155,nc v nc prep nc adj adj,1
1442,v prep nc prep det nc nc,1
1443,v prep nc prep nc nc,1
2152,nc prep nc prep adj adj,1
2151,nc nc nc prep nc prep nc,1
1445,np np nc adj nc,1
2149,np nc prep np adj,1
2148,nc np np prep det nc prep nc,1
2147,nc np prep det nc adj np prep det nc,1
1446,nc prep np v v,1
1450,nc adv np adv v,1
2143,nc np prep np nc,1
2142,np np prep np nc,1
2141,adj nc pro,1
1451,nc adj adj prep adj csu adj nc v,1
1453,nc adj prep adj csu adj nc adj,1
1456,nc adj adj prep adj csu adj nc,1
1457,nc adj prep adj csu adj nc,1
1458,nc prep adj nc adv v,1
1459,np adj v prep nc,1
2133,nc adj prep adj nc adv adj,1
2132,adj prep adj nc adv adj,1
1460,np adj nc prep nc,1
2158,nc adj nc prep np nc nc,1
2159,nc prep nc adj prep det nc nc,1
2162,nc prep adj prep v v,1
2182,nc nc adj adj prep nc csu prep det nc,1
2193,nc prep nc prep nc prep prep nc,1
2192,nc prep nc adj prep prep nc,1
1411,nc prep adj nc adj v,1
1412,nc prep v nc adj v,1
1413,v nc pro np adj np np np v,1
2188,nc prep det nc prep nc csu prep nc,1
2187,nc prep det nc np prep det nc prep np,1
1415,v nc pro np adj np v,1
1417,np adj prep nc prep nc,1
1418,nc adj adj prep nc prep csu prep nc adj,1
1420,nc nc csu nc prep nc,1
1421,nc nc csu adj,1
1435,v prep v prep det nc adj,1
2179,nc nc adj prep det np adj,1
2178,nc nc v prep det nc adj,1
2177,np nc adj v nc,1
2175,adj v prep det nc,1
2174,adj adj prep det nc,1
2173,np np nc pro,1
2172,nc pro prep det nc prep nc,1
2171,nc prep adj prep nc adj,1
1424,nc adj adj prep nc adj nc csu adj,1
1429,adj v adj nc adj csu adj,1
1431,v prep v prep nc adj,1
1997,nc prep v prep det nc prep nc,1
1995,np nc v adj prep nc adj,1
2800,adj nc prep nc prep det nc prep det np,1
1817,np np v nc adj np nc v,1
1656,adj v prep nc prep,1
1811,nc v nc adj np nc nc v,1
1810,v np nc adj np,1
1809,nc adj csu adj prep det np csu det np,1
1808,adj nc prep nc v prep det v,1
1661,nc np np adj np v,1
1663,nc adj prep nc prep det np csu prep np,1
1805,nc prep nc prep nc prep nc nc adj,1
1664,nc adj prep det np csu prep np,1
1667,nc prep nc adj nc prep det nc prep np,1
1671,nc adj prep det nc csu adj,1
1799,nc csu np,1
1674,nc v nc prep nc adj,1
1796,adj pro nc adj adj,1
1795,adj nc adj pro nc,1
1794,adj pro nc adj,1
1793,adj nc pro nc,1
1675,v prep det nc adj prep nc,1
1676,v prep det nc prep det nc,1
1677,nc np prep nc nc prep nc adj,1
1789,nc nc nc csu nc prep nc,1
1678,nc prep nc prep prep det np,1
1680,nc prep adj np adj,1
1681,v prep np adj,1
1785,nc nc nc adv adj,1
1816,np nc adj adj np nc v,1
1818,nc prep nc adj prep nc adj prep nc csu prep nc,1
1683,nc prep nc adj prep adj nc adj,1
1819,nc prep nc prep nc adj prep nc csu prep nc,1
1850,nc np csu np prep np prep np,1
1849,nc np csu np prep np,1
1848,nc np csu np prep v,1
1847,nc nc np nc np nc v,1
1637,nc prep nc prep nc np v,1
1845,nc prep nc adj csu prep nc prep np prep np,1
1844,nc prep nc adj csu prep nc prep np,1
