,Structure,Fréquence
2543,NOM ADJ PRP DET:ART NOM ADJ PRP PRP:det NOM PRP NOM,1
572,NOM VER:pper PRP DET:ART NOM ADJ KON PRP DET:ART NOM,1
585,ADJ NOM PRP DET:ART NOM NOM ADJ ADJ,1
586,NOM NOM ADJ NAM ADJ,1
587,NOM PRP:det NOM ADJ VER:pres PRP NAM,1
590,NOM PRP:det NOM PRP NAM ADJ PRP NAM,1
593,NOM ABR NOM NOM,1
595,NOM NOM ADJ PRP DET:ART NOM NAM,1
596,ADJ NOM NOM NUM NOM,1
597,NOM NOM NOM NUM NOM,1
600,NAM VER:pres NUM NOM,1
601,NOM ADJ NOM ADJ PRP NOM NUM,1
605,NOM PRP NOM PRP:det NOM ADJ NUM,1
606,NOM ADJ NAM PRP:det NAM PRP NOM NUM,1
620,NAM VER:ppre PRP DET:ART NOM ADJ PRP DET:ART NOM,1
621,ADJ NOM ADJ PRP:det NOM PRP NOM,1
622,ADJ ADJ NOM PUN ADJ NOM,1
624,ADJ ADJ NOM PUN VER:simp NOM,1
625,NAM PUN NAM NOM NAM VER:pres NOM ADJ,1
627,NOM NAM PUN NAM KON NAM PRP NAM,1
628,NOM NOM KON NOM ADJ,1
631,NOM PRP DET:ART NOM NAM PRP:det NOM PRP DET:ART NOM VER:pper PRP NAM PUN VER:pper PRP DET:ART NOM KON ADJ PRP DET:ART NOM,1
633,NAM VER:ppre PRP DET:ART NOM,1
634,NOM ADJ ADJ NOM ADJ ADJ NOM NAM NOM NUM,1
639,NOM PRP DET:ART NOM PRP NOM PRP NOM PRP NAM PRP NOM NAM,1
641,NOM PRP:det NOM NAM PRP NOM ADJ,1
644,NOM NOM NUM NOM PRP:det NOM,1
649,NOM NOM VER:subi NOM,1
657,NOM NAM PRP NOM PRP DET:ART NOM PRP:det ADJ NOM PRP NOM,1
582,NOM NOM ADJ NAM,1
571,ADJ NOM ADJ NOM ADJ PUN NAM PUN NOM,1
506,NAM NAM PRP:det ADJ NOM VER:pper PRP DET:ART ADJ PRP:det NOM,1
569,VER:simp NAM NAM ADJ PRP DET:ART NOM,1
512,NAM ADJ NOM NUM NOM,1
518,NOM PRP NOM NOM VER:ppre DET:ART NOM ADJ,1
524,NOM VER:pper PRP DET:ART NOM PRP NOM VER:pper PRP DET:ART NOM ADJ,1
532,NOM NAM PRP DET:ART NOM PRP DET:ART NOM NAM,1
533,NOM NAM PRP DET:ART NOM PRP:det NOM NAM,1
534,NOM PRP NOM ADJ NOM PRP NOM NOM,1
535,NOM NOM NOM PUN NOM PRP NOM NUM,1
537,VER:pres NOM NOM NOM NAM NAM ADJ NOM NUM NAM,1
540,NAM PRP NAM ADJ NAM,1
541,NOM PRP NOM NAM PUN NAM PUN,1
542,ADJ NAM NAM NOM NAM,1
544,NAM NAM VER:simp ADJ NOM PUN NOM NOM,1
546,NAM NAM VER:simp ADJ NOM PUN NOM NOM NUM,1
547,NOM VER:ppre DET:ART NOM PRP DET:ART NAM PRP NAM,1
548,NAM NAM VER:simp ADJ NOM,1
549,NAM NAM VER:simp NOM ADJ,1
550,NOM VER:ppre DET:ART NAM PRP DET:ART NOM NAM,1
551,NOM VER:ppre DET:ART NAM PRP NAM,1
555,NAM NAM NUM PUN NOM NAM NOM,1
557,NOM NAM VER:pres NOM PRP NAM,1
560,NAM NAM NUM PUN NOM NOM,1
561,NOM NOM NOM PRP NAM,1
562,NAM NAM NUM PUN NAM NOM,1
564,NAM VER:pres NOM PRP NAM,1
565,SENT SENT NOM ADJ PRP DET:ART NOM ADJ PRP NAM,1
566,NAM NAM NUM PUN VER:simp NOM,1
568,VER:simp NAM NAM,1
658,NOM NAM VER:ppre DET:ART NOM PRP:det ADJ NOM PRP NOM,1
660,NOM PRP NOM NOM VER:pper PRP NAM,1
662,NAM NOM VER:subi ADJ NOM NUM NOM,1
667,NOM NOM PRP NAM KON NAM,1
737,NOM NAM ABR NOM,1
740,NUM PUN VER:simp PUN ABR ADJ PUN NUM NOM PUN NUM NOM PUN NAM,1
741,NUM PUN ADJ PUN ABR ADJ PUN NUM NOM PUN NUM NOM PUN NAM,1
746,NOM VER:pper PRP DET:ART NOM PRP NOM ADJ ADJ,1
748,NOM VER:pper PRP DET:ART NOM ADJ PRP NOM ADJ,1
749,ADJ NOM NOM NAM NUM,1
750,ADJ NOM ADJ VER:ppre PRP NOM PRP NOM NUM,1
751,ADJ NOM ADJ VER:ppre PRP NOM,1
753,NAM NOM NUM NOM NOM NUM,1
754,NAM NAM ADJ NOM NAM NAM NOM NUM PUN VER:simp PUN,1
758,NOM PRP:det NOM VER:pper PRP:det NOM PRP:det NOM,1
760,NOM VER:pper PRP:det NOM PRP:det NOM PRP:det NOM,1
763,NOM NAM NOM NAM NAM NOM PUN VER:simp PUN,1
765,NOM NAM NOM NAM NOM NAM NAM PUN VER:simp PUN,1
766,ADJ NOM ADJ NAM NOM ADJ NAM PUN VER:simp PUN,1
770,NOM ADJ PRP NOM ADJ PRP NOM KON NOM,1
776,NOM PUN NOM PRP NOM VER:pper PUN,1
781,NOM NOM PRP DET:ART NOM NOM,1
784,NOM ADJ PRP DET:ART NOM PRP:det NOM NOM,1
790,NOM NOM VER:futu,1
792,NOM PRP DET:ART NOM ADJ KON PRP DET:ART NOM,1
795,NAM NAM VER:pres NOM ADJ,1
797,NAM NAM ADJ NOM NOM,1
806,ADJ NOM NOM ADJ ADJ NOM ADJ,1
807,NAM PUN NAM NAM NAM ADJ PUN,1
809,NAM ADJ NOM ADJ ADJ NOM,1
810,NOM PUN NOM ADV ADJ PUN,1
736,NAM PRP NOM NAM,1
731,ADJ NOM NUM PRP DET:ART NOM ADJ,1
724,NOM NOM PUN NOM ADJ,1
700,NOM PRP DET:ART NOM ABR PRP:det NOM ADJ ADJ PRP:det NOM,1
668,NOM NOM PRP NOM KON PRP NOM,1
670,NOM PRP NUM VER:simp VER:pper PRP DET:ART NOM,1
677,NOM PUN NUM PUN NUM PUN NUM PUN NAM NAM,1
678,NUM PUN NUM PUN NAM PUN NUM PUN NUM PUN NAM NAM,1
680,NOM ADV ADJ NOM KON VER:pper,1
681,NOM NOM VER:ppre DET:ART NOM VER:pres PRP NAM PRP NOM NUM,1
682,NOM NOM VER:ppre DET:ART NOM VER:pres PRP NAM,1
688,NOM PRP NOM PRP:det NOM PRP NOM ADJ ADJ,1
691,NOM PRP DET:ART NOM ADJ VER:ppre PRP NAM,1
692,NOM PRP NOM ADJ VER:ppre PRP NAM,1
694,NOM INT PRP NOM PRP NAM,1
695,NOM INT PRO:PER VER:ppre PRP NAM,1
701,NOM PRP DET:ART NOM ABR PRP:det NOM ADJ ADJ,1
723,NOM PRP NOM ADJ KON NOM ADJ,1
702,NOM PRP DET:ART NOM ABR PRP:det NOM NOM ADJ PRP:det NOM,1
703,NOM PRP DET:ART NOM ABR PRP:det NOM NOM ADJ,1
709,NOM SENT NOM ADJ ADJ,1
710,NOM PRP NOM SENT NOM ADJ ADJ,1
711,NOM KON VER:pper PRP NOM NOM,1
712,NOM KON VER:pper,1
713,NOM KON VER:pper VER:pper,1
714,NOM KON VER:pper VER:pper PRP:det NOM,1
716,NOM NAM ADJ VER:pper PRP:det NOM,1
718,VER:impf NOM,1
720,ADJ NOM VER:ppre PRP NOM,1
721,VER:pres VER:pper PRP:det NOM,1
511,VER:pper PRP DET:ART NAM,1
505,NAM NAM PRP:det ADJ NOM VER:pper PRP DET:ART ADJ PRP NOM,1
1485,VER:simp PUN INT PUN NUM,1
146,VER:pres PRP DET:ART NOM,1
149,ADJ ADV PRO:PER VER:ppre ADV PRP PRO:PER VER:pres PRO:PER,1
161,VER:cond ADV PRP NOM PRP NOM,1
162,VER:cond ADV PRP NOM,1
163,NOM PRP:det NOM PRP NOM KON PRP DET:POS NOM PRP NOM PRP NOM,1
176,NOM ADV ADJ PRP NAM,1
177,NOM ADV ADJ PRP DET:ART NOM PRP NAM,1
178,NOM NOM ADJ NOM ADJ NOM ADJ NOM,1
185,VER:infi ADJ,1
188,NOM ADJ PRP:det NOM PRP NOM PRP:det NOM PRP NOM,1
199,NAM NOM ADJ NOM VER:pres NOM,1
204,NOM PRP DET:ART NOM PUN NAM PUN NOM,1
205,NOM PRP DET:ART NOM PUN NAM PUN,1
206,NOM PRP:det NOM PUN NAM PUN NOM,1
225,NOM PRP NOM PUN PRP NOM KON PRP NOM PRP NOM ADJ,1
236,NOM ADJ NOM PUN NUM PUN,1
241,NOM PRP NOM PUN PRP NOM KON PRP NOM,1
248,NOM PRP NOM PRP:det NOM PRP:det NAM PRP NOM NUM KON PRP DET:ART NAM,1
249,NOM ADJ ADJ ADJ PRP NOM PRP:det NOM PRP:det NAM PRP NOM NUM KON PRP DET:ART NAM,1
250,NOM ADJ PRP DET:ART NOM ADJ PUN NUM PUN,1
253,NOM VER:ppre ADJ PRP DET:ART NOM ADJ PRP NOM NUM PUN NUM PUN NUM KON NUM,1
254,NOM VER:ppre ADJ PRP DET:ART NOM ADJ PUN NOM NUM PUN NUM PUN NUM PUN NUM PUN,1
255,NOM VER:ppre ADJ PRP DET:ART NOM ADJ PUN NOM NUM PUN NUM PUN NUM PUN KON NUM PUN,1
256,NOM VER:ppre ADJ PRP DET:ART NOM PRP:det NOM ADJ PUN NOM NUM PUN NUM PUN NUM KON NUM PUN,1
257,NOM VER:ppre ADJ PRP DET:ART NOM PRP:det NOM ADJ PUN NOM NUM PUN NUM PUN NUM PUN NUM PUN,1
258,NOM VER:ppre ADJ PRP DET:ART NOM PRP:det NOM ADJ PRP NOM NUM PUN NUM PUN NUM KON NUM,1
259,NOM NAM PRP DET:ART NOM ADJ PRP NOM NUM PUN NUM PUN NUM KON NUM,1
260,NOM NAM PRP DET:ART NAM PRP NOM NUM PUN NUM PUN NUM KON NUM,1
147,NOM PRP DET:ART NOM ADJ VER:ppre PRP DET:ART NOM,1
145,NOM PRO:PER VER:pres PRP DET:ART NOM,1
503,NOM ABR PRP NOM NUM,1
144,NOM PRP VER:pres PRP DET:ART NOM,1
15,NOM PRP NOM ADJ PRP NOM PRP:det NOM,1
18,NOM PRP:det NOM PRP NOM ADJ PRP NOM PRP:det NOM,1
21,NOM ADJ VER:pper PRP DET:ART NOM KON DET:ART NOM,1
24,NOM VER:pper PRP DET:ART NOM KON DET:ART NOM,1
29,NOM PRP NOM ADJ ABR,1
40,NOM VER:ppre PRP:det NOM VER:pper,1
44,NOM PRO:PER VER:ppre VER:infi DET:ART NOM,1
45,NOM PRP DET:ART NOM PRO:PER VER:ppre PRP PRP:det NOM,1
62,ABR PUN NOM ADJ PRP NOM PUN,1
67,NOM KON NOM PRP:det NOM ADV ADJ,1
70,NOM PRP:det NOM KON NOM ADV ADJ,1
72,VER:pper PUN NOM ADJ ADJ PUN,1
75,PRP PRP NOM ADJ,1
82,NOM PRP NOM PRP NOM PUN PRP NOM KON PRP NOM,1
83,NOM PRP DET:ART NOM PRP NOM PUN PRP NOM KON PRP NOM,1
85,DET:ART NOM KON DET:ART NOM,1
97,DET:ART NOM PRP DET:ART ADJ,1
100,NOM NOM ADJ PRP VER:infi,1
112,NOM PRP VER:infi KON PRP VER:infi,1
116,NOM PRP NOM VER:pper PRP PRP:det NOM ADJ,1
117,NOM PRP:det NOM ADJ PRP PRP:det NOM ADJ,1
120,NOM PRO:PER VER:ppre ADV PRP:det NOM,1
122,NOM KON VER:pres VER:pper ADV PRP:det NOM,1
123,VER:pres VER:pper ADV PRP:det NOM,1
127,NOM PRP:det NOM PUN NOM PRP NOM PUN,1
129,NOM PRP NOM VER:pper KON VER:pper,1
130,NOM PRP NOM VER:pper VER:pper,1
261,NOM NAM PRP DET:ART NOM PRP:det NOM ADJ PRP NOM NUM PUN NUM PUN NUM KON NUM,1
264,NAM PUN NAM PUN NAM PUN NAM PUN NAM PUN NAM PUN NAM,1
278,VER:simp NOM VER:simp,1
285,NAM NOM PUN NAM NOM PUN,1
419,NOM PRP NOM NUM PRP:det NOM ADJ PRP NOM,1
422,NAM NOM ADJ SENT NOM,1
423,NOM NAM PRP:det NOM PRP NOM VER:ppre DET:ART NAM,1
424,NOM NAM PRP:det NOM PRP NOM PRP NOM PRP DET:ART NAM,1
427,VER:pres PRP DET:ART NOM ADJ,1
433,NOM PRP:det NOM VER:pper PRP DET:ART ADJ,1
446,NOM VER:ppre DET:ART NOM PRP NAM NAM,1
447,NOM VER:ppre DET:ART NOM NAM NAM,1
449,NOM PRP NOM PRP:det NOM PRP NAM NAM,1
451,NOM ADJ PRP:det NOM PRP:det NOM PRP NAM NAM,1
452,NOM ADJ PRP:det NOM PRP:det NOM NAM NAM,1
455,NOM NOM NOM PRP NOM ADJ PRP NOM,1
468,NOM VER:pper PRP:det NOM PRP NOM PRP DET:ART NOM PRP:det NOM,1
469,NOM VER:pper PRP:det NOM PRP NOM PRP DET:ART NOM ADJ,1
472,NOM PRP:det ADJ NOM ADV ADJ,1
473,NOM PRP DET:ART NOM NAM PRP NOM VER:ppre DET:ART NAM PUN NAM PUN,1
475,NOM PRP NOM ADJ PRP DET:ART NOM VER:ppre PRP NAM,1
477,NAM VER:ppre DET:ART NOM ADJ PRP NOM,1
481,NOM PRP DET:ART NOM VER:pper PRP:det NOM PRP DET:ART ADJ NOM NOM,1
482,NOM ABR ADJ PRP DET:ART NOM,1
483,NOM NAM PRP NOM PRP:det NOM ADJ PRP DET:ART NOM,1
484,NOM ADJ PRP DET:ART NOM NAM PRP NOM PRP DET:ART NOM,1
485,NOM PRP DET:ART NOM PRP:det NOM VER:ppre DET:ART NOM NOM,1
488,NOM VER:ppre PRP:det NOM NAM PUN NAM KON NAM,1
490,NAM VER:pres PRP DET:ART NOM PRP NOM,1
498,NOM VER:pper PRP DET:ART ADJ NOM PRP:det NOM PRP DET:ART NOM ADJ NAM,1
499,NOM VER:pres PRP DET:ART ADJ NOM PRP:det NOM PRP DET:ART NOM ADJ NAM,1
416,NOM PRP DET:ART NOM PRP NUM NOM,1
412,NOM VER:pper PRP:det NOM ADJ PRP NOM NOM,1
407,NOM PRP DET:ART NOM PRP:det NOM NUM,1
326,NOM VER:ppre ADJ VER:ppre DET:ART NOM PRP NOM ADJ,1
299,NOM VER:pper ADJ PRP DET:ART NOM,1
300,NAM PUN NAM NAM NAM VER:pres PUN,1
302,NOM VER:ppre PRP:det NOM VER:pper PRP:det ADJ,1
304,NOM VER:ppre PRP:det NOM ADJ PRP:det ADJ,1
307,NOM ADJ VER:pper PRP PRP:det NOM ADJ,1
308,NOM ADJ VER:pper PRP PRP:det ADJ,1
310,NOM ADJ ADJ PRP ADJ,1
319,NOM PRP NOM PRP VER:infi NOM KON PRP NOM,1
320,NOM PRP NOM PUN PRP NOM PUN PRP NOM KON PRP NOM PRP NOM ADJ,1
322,NOM PRP VER:infi PRP NOM VER:pper,1
324,NOM VER:ppre VER:pper ADJ PRP NOM PRP:det NOM PRP NOM,1
325,NOM VER:ppre NOM ADJ VER:ppre DET:ART NOM PRP NOM,1
327,NAM VER:ppre VER:pper ADJ,1
406,NOM NUM PRP DET:ART NOM PRP:det NOM,1
336,NAM NAM NOM ADJ ADJ,1
351,NAM NOM NAM NUM,1
358,NAM NOM NOM SENT NOM,1
364,NOM PRP NOM PRP NOM ADJ VER:pper PRP PRP:det NOM,1
366,VER:simp NOM NAM NUM,1
374,NOM PRP NOM ADJ KON PRP:det NOM,1
375,NOM VER:ppre DET:ART NOM VER:ppre DET:ART NOM KON DET:ART NOM ADJ PRP NOM,1
380,NOM VER:ppre DET:ART NOM PRP NUM NOM,1
388,NOM NOM NOM ADJ NOM ADJ VER:pres,1
397,NOM PRP NOM PRP NOM PRP:det ADJ,1
401,NOM PRP NOM NOM PRP DET:ART NOM PRP:det NOM,1
404,NAM VER:ppre DET:ART NOM PRP:det NOM ADJ,1
813,NAM VER:simp NOM SENT VER:pper,1
816,NAM VER:pres NOM INT NOM,1
818,ADJ NOM PRP:det ADJ,1
1206,NUM PUN PUN NAM PUN ADJ PUN NOM,1
1212,NAM NOM PUN NAM,1
1224,VER:pres ADV ADJ,1
1230,NOM PRP DET:ART NOM PRP VER:infi PRP:det NOM,1
1234,ADJ PRP NUM NOM KON ADV,1
1235,NOM ADJ PRP:det NOM PRP NOM PRP NOM,1
1238,NAM NOM VER:pper PRP:det NOM ADJ,1
1239,NAM NOM VER:pper PRP:det NOM PRP DET:ART NOM,1
1240,NAM VER:pres VER:pper PRP DET:ART NOM ADJ,1
1241,NOM ADJ VER:pper PRP:det NOM PRP DET:ART NOM,1
1246,NOM PRP DET:ART NOM NAM SYM NAM,1
1249,NOM PUN NAM,1
1254,NUM PUN NOM PUN NUM PUN NOM PUN ADJ,1
1265,ADV PUN NAM NOM NOM PUN,1
1271,NOM PRP DET:ART NAM PRP NOM,1
1276,ABR PUN NUM PUN NAM PUN NUM PUN NAM PUN NAM,1
1278,VER:ppre ADJ ADJ NOM,1
1279,VER:ppre ADJ NOM ADJ,1
1281,NOM ADJ ADJ PRP,1
1282,NOM ADJ ADJ PRP NOM PRP,1
1288,NOM PRP NOM ADJ ADJ PUN PRP NOM PRP NOM KON PRP NOM PRP DET:ART NOM PRP NAM,1
1289,NOM PRP NOM ADJ ADJ PUN PRP NOM PRP NOM KON PRP NOM PRP NOM NUM,1
1292,NOM ADJ PRP NOM PRO:PER NAM,1
1294,NOM PRP PRO:PER PRP NOM,1
1295,NOM PRP:det NOM PRP NAM NOM,1
1296,NOM PRP:det NOM PRP DET:ART NOM NAM NOM,1
1299,NAM NOM NUM PUN NOM ADJ ADJ PRP NOM PRP NOM PUN,1
1301,NAM PUN NAM NAM NAM NOM VER:pres ADJ NAM NOM PUN,1
1210,ADJ NOM PUN NAM NAM,1
1202,NOM PRP NOM ADJ PRP NAM PUN NOM PUN,1
829,VER:infi PRP ADJ NOM,1
1201,NOM PRP NOM ADJ PRP NOM PRP NOM PUN NOM PUN,1
1138,NOM PRP NAM PRP NUM PUN NUM SYM,1
1139,NOM VER:pper PRP NUM PUN NUM SYM,1
1140,NOM PRP DET:ART NOM PRP NAM NOM,1
1143,NOM PRP NOM NOM NOM PRP:det NOM ADJ,1
1146,NOM VER:pper PRP NOM PRP DET:ART NOM,1
1147,NOM VER:pper PRP NOM PRP DET:ART NOM PRP DET:ART NOM,1
1148,NOM PRP DET:ART NOM PRP NOM VER:pper VER:pper,1
1150,NOM VER:pper PRP PRO:PER,1
1152,NAM KON NOM ADJ,1
1159,ABR ABR NAM,1
1160,NOM PRP NOM NAM NAM PUN NUM PUN,1
1163,NUM NUM,1
1164,NUM PUN NOM PUN NOM,1
1165,NOM NUM PUN NAM PUN NAM PUN ADJ PUN ADJ,1
1166,ADJ PUN NOM PUN PRP DET:ART NOM,1
1167,NOM PRP:det NOM KON PRP:det ADJ,1
1173,NOM ADJ ADJ PRP NOM PRP DET:ART NOM NAM,1
1174,NOM ADJ ADJ PRP NOM ADJ NAM,1
1179,NAM PRP:det NAM ADV ADJ,1
1180,VER:pres PRP:det NAM,1
1185,NOM PUN ADV ADJ,1
1188,NOM ADJ PRP NOM PRP:det NOM KON NOM ADJ,1
1189,NAM VER:simp NOM ADJ NOM ADJ NOM ADJ,1
1195,NAM NAM PRP NAM PUN NAM PUN NAM PUN ADJ PUN NAM PUN NUM PUN NAM PUN NUM PUN NAM,1
1197,VER:pper PRP NUM NOM ADJ,1
1198,VER:pper PRP NAM ADJ ADJ,1
1200,NOM PRP NOM PRP NOM ADJ PUN NOM PUN,1
1304,ADJ VER:ppre DET:ART NOM ADJ,1
1310,NAM PUN NOM PRP DET:ART NOM PRP NOM PUN,1
1312,NAM NOM PRP DET:ART NOM,1
1313,NOM PUN NAM PUN NAM PUN NOM,1
1423,PUN ABR PUN ADJ,1
1424,NOM PRP NAM PUN NAM PUN ADJ,1
1426,NOM PRP:det NOM PRP:det NOM PRP NAM NAM,1
1427,NOM ADJ PUN NUM PUN NAM,1
1430,NOM VER:pper PRP DET:ART NOM NOM NOM,1
1431,NUM PUN NUM PUN NUM PUN NUM PUN NAM PUN NAM PUN NUM PUN NAM PUN ADJ PUN NOM PUN NUM PUN NAM PUN NUM PUN NAM PUN NAM PUN NOM,1
1432,NOM NAM PUN NAM PRP DET:ART NOM,1
1442,NOM VER:pper PRP DET:ART NOM ADJ PRP NOM,1
1443,NOM VER:pper PRP DET:ART NOM ADJ PRP NOM PRP NOM,1
1445,NOM PRP NOM ADJ KON NOM PRP NOM ADJ,1
1448,ADJ ADJ NOM NOM,1
1454,NOM PRP DET:ART NOM PRP VER:simp,1
1455,NAM PUN VER:simp NAM NOM PUN,1
1457,NOM NAM VER:pres VER:pper NOM,1
1458,NOM VER:pper PRP NAM VER:pper,1
1459,NAM PUN ADJ VER:simp NOM PUN,1
1460,ADJ VER:simp NOM,1
1461,ADJ ADJ VER:simp NOM,1
1463,NAM PUN ADJ NAM NUM PUN,1
1466,NOM ADJ VER:pper PRP:det NOM ADJ ADJ,1
1467,NOM PRP NOM PRP DET:ART NOM VER:pper,1
1477,NUM PUN NAM PUN NOM PUN NOM PUN NOM,1
1478,NOM PRP NOM PUN ADV ADJ PUN NOM PUN NOM PUN PUN ADV NAM PUN NAM,1
1479,NOM PRP NOM PUN ADV ADJ PUN NOM PUN NOM PUN PUN ADV NAM,1
1480,NOM NUM NUM NUM,1
1481,NOM VER:subi,1
1482,NOM ADJ PRP:det ADJ PUN ADJ PUN,1
1422,PUN ABR PUN NAM PUN NAM PUN ADJ,1
1414,NOM PRP NAM NAM VER:simp,1
1408,ADJ PUN SYM PUN PRP:det NAM NAM NUM,1
1353,ABR NOM PRP NOM ADJ,1
1314,ADJ PUN ADJ PUN ADJ NOM,1
1316,ADJ PRP ADJ,1
1318,PRP VER:pper,1
1319,NOM PUN NOM PRP:det NOM PUN,1
1323,KON,1
1324,NOM PRP NOM PRP NOM PRP DET:ART NOM PRP NOM ADJ,1
1325,NOM PRP NOM PRP NOM VER:pper PRP NOM PRP DET:ART NOM,1
1327,NOM PRP NOM ADJ ADJ PRP:det ABR,1
1347,VER:pres PRO:PER PRP:det ADJ,1
1348,NOM PRP DET:ART NOM KON PRP:det NOM PRP NOM NUM,1
1349,NOM PRP DET:ART NOM KON PRP:det NOM PRP NOM ADJ,1
1350,NOM VER:ppre KON VER:ppre PRP:det NOM PRP NOM,1
1356,NOM PRP NAM VER:ppre PRP DET:ART NOM,1
1407,ADJ PUN PUN PUN PRP:det NAM NAM NUM,1
1361,KON PUN NUM PUN ADJ NOM,1
1362,ABR PUN NUM PUN ADJ NOM,1
1366,NOM NUM PUN PUN ADJ NOM,1
1373,NAM SYM NAM NAM,1
1377,NOM PRP:det NOM PRP VER:infi ADJ,1
1379,NOM PRP NOM PRP VER:infi ADJ,1
1381,NOM PRP:det NOM ADJ ADJ PUN NAM PUN,1
1391,NOM PRP NOM PUN NAM PUN PUN PUN NAM PUN NOM PUN ADJ PUN NOM,1
1392,NUM PUN ADJ PUN NUM PUN NUM PUN NAM PUN NUM PUN NAM PUN NAM PUN NAM,1
1396,NOM ADJ PRP NOM PRP NOM PRP NOM NUM,1
1397,NOM ADJ NOM PRP NOM PRP NOM NUM,1
1399,NAM NOM PRP NOM PRP:det NOM ADJ,1
1136,NOM PRP DET:ART ADJ PRP NOM,1
1134,NOM PRP DET:ART ADJ PRP DET:ART NOM,1
1128,NOM PRP NOM NOM NOM NOM NAM,1
1000,NOM PRP:det NOM PRP NOM PRP:det NOM ADJ ADJ,1
907,NOM PRP DET:ART NOM VER:pper PRP NOM PRP NOM PRP NOM PRP DET:ART NAM,1
911,NOM PRO:REL DET:ART NOM NAM VER:pres VER:pper,1
914,NOM ADJ VER:pper PRP DET:ART ADJ NOM,1
924,NOM ADJ NOM ADJ NOM VER:pper,1
925,NOM VER:pper VER:pres ADJ NOM ADJ,1
929,NOM PRP NOM PRP ADJ NOM PRP NOM ADJ,1
930,VER:pper PRP VER:infi ADV,1
931,VER:pper PRP ADV VER:infi,1
932,VER:infi ADV,1
933,NOM PRP DET:ART ADJ NOM NUM,1
943,NOM PRP NOM PRP NOM PRP DET:ART NOM PRP:det ADJ NOM PRP:det NOM,1
945,NOM PUN NOM PRP NOM PRP NAM PUN,1
962,NOM NUM SENT NOM,1
966,NOM NAM VER:ppre PRP DET:ART NOM NAM PRP:det NOM NAM,1
968,NOM PRP NOM PRP:det NOM PRP NOM ADJ NUM,1
972,NOM ABR PRP DET:ART NOM PRP:det NOM PRP NOM ADJ VER:ppre PRP:det NOM PRP NOM,1
974,NOM VER:ppre PRP:det NOM NAM,1
978,NAM PUN NAM PUN ABR NOM ADJ,1
981,ADJ PUN NAM PUN,1
982,ADJ PUN NAM PUN NOM,1
983,NOM PRP:det NOM PRP NAM PRP NOM NUM,1
985,DET:ART ADJ NOM,1
988,NOM PRP NOM PRP NOM PRP:det NOM ADJ VER:pper PRP:det NOM,1
992,NOM NUM PRP DET:ART NOM PRP:det NOM PRP NOM,1
994,NOM PRP NOM PRP DET:ART NOM ADJ PRP ADJ NAM,1
995,NOM PRP NOM PRP DET:ART NOM PRP NOM NOM,1
996,NOM NOM PRP DET:ART NOM ADJ PRP ADJ NAM,1
906,NOM PRP DET:ART NOM VER:pper PRP NOM PRP NOM VER:ppre DET:ART NAM,1
905,NOM NAM PRP:det NOM ABR,1
901,NOM PRP DET:ART NOM ADJ PRP NOM VER:pper PRP:det NOM PRP NOM ADJ,1
863,NOM PRP PRP NOM PRP NOM PRP NOM PRP DET:ART NAM,1
834,NOM PRP NOM NAM VER:pper,1
837,NOM PRP NOM PRP NUM ADJ,1
843,NOM NOM PRP NAM PUN SYM PUN,1
845,NOM PRP NOM NAM NAM NOM PRP NAM,1
846,NOM PRP NOM NAM NOM PRP NAM PRP DET:ART NOM PRP NAM,1
848,NAM NOM NAM NAM VER:pres NAM,1
850,VER:infi PRP:det NOM ADJ KON PRO:DEM PRP:det NOM,1
857,VER:infi DET:ART NOM PRP NOM,1
858,NOM PRP NOM PRP NOM VER:pper PRP DET:ART NOM ADJ,1
859,ADJ NOM VER:pper PRP DET:ART NOM ADJ,1
861,NAM ADJ NOM PRP NOM ADJ ADJ,1
862,NOM PRP PRP NOM PRP NOM VER:ppre DET:ART NAM,1
864,NOM PRP DET:ART NOM PRP PRP NOM PRP NOM VER:ppre DET:ART NAM,1
896,NOM ADJ PRP NOM VER:pper PRP:det NAM,1
865,NOM PRP DET:ART NOM PRP PRP NOM PRP NOM PRP NOM PRP DET:ART NAM,1
866,NOM PRP NOM PRP NOM PRP DET:ART NAM ADJ PRP DET:ART NOM,1
867,NOM PRP NOM VER:ppre DET:ART NAM ADJ PRP DET:ART NOM,1
869,NOM NAM PUN NUM PUN NUM,1
870,NOM PRP:det NOM PRP NOM VER:pper NUM PRP DET:ART NOM NUM,1
871,NOM PRP:det NOM VER:pper PRP NOM NUM PRP DET:ART NOM NUM,1
876,ADJ VER:pper PRP NOM PRP NOM,1
879,NOM NOM VER:pres NOM VER:pres,1
882,NOM PRP NOM PRP:det NOM VER:pper PRP NOM,1
884,NOM PRP:det NOM PRP:det ADJ NAM KON NAM,1
885,VER:pres PRP DET:ART NOM PRP:det NOM PRP NOM PRP:det NOM ADJ,1
888,NAM NAM PRP NOM KON PRP NOM,1
997,NOM NOM PRP DET:ART NOM PRP NOM NOM,1
1001,NOM PRP:det NOM PRP NOM PRP:det NOM ADJ VER:ppre DET:ART NOM ADJ,1
1127,NOM PRP NOM PRP:det NOM PRP NOM VER:ppre ADJ,1
1002,NAM NOM PRP NOM PRP NAM,1
1070,NOM VER:pres PRP NOM VER:pper PRP DET:ART NOM,1
1074,NOM NOM PRP NOM ADJ PRP DET:ART NOM,1
1076,NOM VER:pres PRP NAM VER:pper PRP NAM,1
