,Structure,Fréquence
1077,NOM VER:pper PRP DET:ART NOM ADJ PRP:det NOM NAM,1
1085,NOM ADJ ADJ PRP NOM KON NOM PRP DET:ART NOM NUM,1
1086,NOM ADJ ADJ PRP NOM KON NOM PRP DET:ART NOM NOM NUM,1
1087,NOM NAM NAM NOM NAM NAM PUN VER:simp PUN,1
1088,NOM ADV VER:pper ADV,1
1090,NOM PRP:det NOM VER:pper PRP DET:ART NOM PUN DET:ART NOM KON DET:ART NOM,1
1091,NAM NOM NAM PUN NAM NOM ADJ NOM,1
1092,NOM INT PUN SYM PUN NAM PUN NUM PUN,1
1094,NOM PRP NOM VER:pper PRP:det NOM ABR,1
1097,NOM PRP ADJ NOM PUN ADJ PUN,1
1101,NOM VER:simp VER:ppre,1
1102,NOM PRP PUN NOM PUN,1
1103,NOM ADJ NAM VER:ppre,1
1104,NOM NOM VER:ppre,1
1106,NOM PRP:det ADJ NOM PRP NOM NUM,1
1107,NOM PRP:det NOM PRP NOM VER:ppre PRP NOM NUM,1
1110,NOM PRP NOM NAM VER:pper PRP:det NOM,1
1111,NOM PRP NOM VER:ppre NAM VER:pper PRP:det NOM,1
1115,NOM KON NOM VER:ppre DET:ART NOM,1
1118,NOM ADJ ADV ADJ PRP DET:ART NOM,1
1121,NOM NOM NOM PRP:det NOM PRP:det NAM ADJ,1
1122,NOM NOM PRP:det NOM PRP:det NAM ADJ,1
1123,NOM NUM PRP:det NOM PRP NOM VER:ppre ADJ,1
1124,ADJ NOM PRP NOM NOM NOM NOM,1
1069,NOM NOM ADJ PRP NOM NAM PRP NOM NUM,1
1066,ADJ NOM VER:pper PRP NOM NOM NOM,1
1065,NAM VER:ppre DET:ART NOM PRP NUM NOM,1
1041,NOM ADJ PRP NOM PRP DET:ART NOM PRP:det NOM PRP NOM NUM,1
1005,NOM NUM NUM KON NUM,1
1010,NOM PRP NAM VER:pper PRP:det NOM,1
1011,NOM NAM PRP NOM NOM PRP:det NOM,1
1012,NOM NAM PRP NOM NAM PRP:det NOM,1
1013,NOM ADJ NAM PRP NOM NAM,1
1014,NOM ADJ NAM PRP NOM NOM,1
1015,NOM PRP:det NOM ADJ ADJ NOM NUM,1
1024,NOM PRP NOM VER:ppre DET:ART NOM KON DET:ART NOM,1
1029,ABR NOM NOM NAM,1
1032,NOM VER:ppre PRP:det NOM PRP NOM KON DET:ART NOM NAM,1
1039,NOM VER:pper PRP DET:ART NOM ADJ ADJ PRP NOM NUM,1
1040,NAM NOM VER:subi ADJ,1
1042,NOM ADJ PRP NOM PRP DET:ART NOM ADJ PRP NOM NUM,1
1064,NOM NOM KON NOM PRP NAM,1
1044,NOM NUM PRP NOM PRP:det NOM PRP DET:ART NOM,1
1046,NOM PRP NOM ADV VER:pper PRP NOM ADJ,1
1048,ABR ADJ NOM VER:pper PRP:det NOM,1
1049,ABR ADJ NOM VER:pper PRP:det NOM PRP DET:ART NOM,1
1050,NAM VER:ppre DET:ART NOM NAM KON DET:ART NOM NAM,1
1051,NAM ADJ NOM NAM,1
1052,NOM PRP NOM NAM KON PRP NOM NAM,1
1055,NOM ADJ ADJ PRP NOM KON NOM PRP NOM,1
1056,NOM ADJ ADJ PRP NOM KON NOM PRP NOM PRP NOM,1
1057,NOM ADJ PRP NOM KON ADJ PRP NOM,1
1059,NOM PRP ADJ NOM PRP NOM KON PRP ADJ NOM PRP NOM PRP NOM,1
1061,NOM PUN NAM PUN NAM NUM,1
2542,NOM VER:pper PRP DET:ART NOM ADJ PRP PRP:det NOM PRP NOM,1
2544,NAM PUN NOM NOM PUN NOM,1
4215,NOM NOM VER:subi VER:infi,1
3661,PRO:PER NUM,1
3664,NAM PUN NOM PRP NOM ADJ NOM PUN,1
3666,NAM VER:pres NOM NOM NUM,1
3667,NAM VER:ppre DET:ART NOM NOM,1
3668,NOM ADJ PRP NOM PUN NUM,1
3671,NOM ADJ VER:pper ADV ADJ,1
3672,ABR PUN NOM NOM ADJ PUN,1
3674,NOM NAM PRP NAM PRP NAM,1
3675,NOM PRP DET:ART VER:pres NOM,1
3682,NOM ADJ NOM ABR,1
3683,NOM PRP DET:ART NOM ADJ NUM,1
3685,NOM PRP DET:ART NOM NOM NOM,1
3687,ADJ NOM PRP NOM NAM KON PRP NOM NUM,1
3689,NOM PRO:PER VER:ppre PRP:det NOM PRP NOM ADJ PRP DET:ART NOM,1
3692,NOM PRP NOM PRP NOM NUM PRP:det NOM PRP NOM ADJ,1
3697,NOM PRP NOM KON NAM,1
3698,NAM PUN NAM NAM ADJ NAM PUN,1
3699,NOM PRP:det NOM ADJ PRP NOM PRP NOM,1
3700,NOM ADJ PRP DET:ART NOM ADJ NOM ADJ,1
3702,NOM PRP NOM PRP NOM VER:pper PRP DET:ART NOM PRP NOM,1
3703,ADJ NOM PRP DET:ART NOM PRP DET:ART NOM,1
3704,NOM NOM PRP:det ADJ,1
3707,NOM PRP DET:ART NOM VER:pper VER:pper,1
3708,NAM PUN VER:pres VER:pper VER:pper PUN,1
3709,VER:pres VER:pper VER:pper,1
3710,NOM PRP NOM NAM PUN NAM NAM NOM NAM PUN,1
3712,NOM PUN NOM NAM NOM NAM NAM NAM NAM NAM PUN,1
3713,ADJ ADJ NOM PRP DET:ART NOM ADJ,1
3663,NOM ADJ PRP NOM PUN NAM PUN,1
3658,NAM PUN NAM VER:simp,1
3620,NOM ADJ PRP DET:ART NOM ADJ PRP NOM NOM,1
3657,NOM VER:pper PUN NOM PRP NOM PUN,1
3622,NAM PUN NAM ADJ VER:ppre PUN,1
3624,NAM NOM NAM PUN VER:simp PUN,1
3625,NOM PRP NOM KON PRP NOM ADJ PRP DET:ART ADJ NOM VER:pper PUN VER:simp PUN,1
3626,NOM ADJ ADJ VER:pper PRP:det NOM NUM,1
3627,NAM NOM VER:pres NOM NOM,1
3628,NOM PRP DET:ART NOM PRP:det NOM PRP:det ADJ,1
3629,NOM PRP DET:ART NOM ADJ PRP:det ADJ,1
3630,NOM PRP DET:ART NOM PRP:det NOM PRP:det NOM PRP:det NOM,1
3631,NOM PRP DET:ART NOM ADJ PRP:det NOM PRP:det NOM,1
3633,NAM PUN NOM VER:pper NAM PUN,1
3634,NOM ADJ ADJ PRP DET:ART NOM KON PRP DET:ART NOM,1
3635,NOM ADJ PRP DET:ART NOM KON PRP DET:ART NOM PRP:det VER:simp,1
3636,NOM ADJ PRP DET:ART NOM KON PRP DET:ART NOM PRP:det NAM,1
3637,NOM ADJ PRP DET:ART NOM KON PRP DET:ART NOM PRP:det NAM PRP NAM,1
3638,ADJ NOM ADJ NOM NOM PUN VER:simp PUN,1
3639,VER:pper KON ADJ PRP:det NOM,1
3640,NAM PUN ADJ NOM ADJ NOM NOM PUN,1
3641,VER:infi NOM ADJ,1
3642,NOM VER:infi VER:pper,1
3643,NOM PRP NOM VER:infi NOM,1
3644,NOM PRP NOM VER:infi VER:pper,1
3645,NOM PRP NOM NAM PUN NAM NOM NAM NAM PUN,1
3647,NOM PRP DET:ART NOM PUN PRP DET:ART NOM KON PRP:det NOM,1
3649,NOM PRP DET:ART NOM ADJ PRP ADJ,1
3650,NOM PRP DET:ART ADJ NOM NOM ADJ,1
3653,NOM ABR PRP NAM KON NAM,1
3654,NOM NAM PRP NAM KON NAM,1
3715,NOM PRP NOM VER:pper PRP:det ADJ,1
3716,NOM PRP NOM VER:pper PRP DET:ART ADJ,1
3717,NOM VER:pper VER:pres ADJ,1
3719,NOM ADV ADJ NOM NOM,1
3772,NOM NOM ADJ PRP PRO:IND,1
3773,NOM KON NOM VER:pper PRP PRP:det NOM,1
3774,NOM PRP:det NOM PRP NOM PUN NOM PUN,1
3775,NOM NAM NAM NAM PUN VER:simp PUN,1
3778,NOM PRP DET:ART NOM PRP DET:ART NOM PRP NOM ADJ,1
3780,NAM PUN NOM PRP NOM ADJ ADJ PUN,1
3782,NAM PRP:det NAM PUN VER:simp PUN,1
3783,NAM PRP:det NAM PRP:det NAM PRP NAM,1
3784,NOM PRP NOM PRP DET:ART NOM ADJ KON ADJ,1
3785,NOM PRP NOM ADJ ADJ KON ADJ,1
3786,NOM PRP:det NAM PUN NAM NAM PUN,1
3794,NOM PRP NOM PRP NOM ADJ NOM,1
3796,NOM NOM ADJ ADJ NOM PRP NOM,1
3797,NOM ADJ PRP DET:ART PRP DET:ART NOM,1
3799,NOM PRP NUM NOM ADJ VER:pper PRP:det NOM NAM,1
3800,ADJ NOM ADJ PUN VER:simp PUN,1
3801,NOM PRP DET:ART NOM PRP:det ADJ PRP:det NAM,1
3802,VER:ppre PRP:det ADJ,1
3803,NAM NAM ADJ NOM VER:pres NAM,1
3804,NAM NOM PRP NOM ADV ADJ NOM,1
3805,NAM SYM NAM PRP,1
3806,NOM PUN PUN PUN NUM PUN ADJ PUN ADJ PUN ADJ PUN NOM PRP NOM PUN NAM PUN,1
3807,ADJ NOM PUN NUM NOM,1
3808,NUM ABR ABR NOM,1
3809,ABR NAM,1
3810,NOM NAM PUN NAM PUN NOM PUN NOM PUN ADJ,1
3812,PUN NAM PUN NAM PUN NOM PUN NOM,1
3770,NOM PRP DET:ART NOM KON NOM PRP NOM PRP:det NOM VER:pper PRP:det NOM VER:pper PRP:det NAM,1
3769,NOM NAM PUN NOM NOM NAM NAM NAM PUN,1
3768,NOM NOM NAM NAM NAM PUN VER:simp PUN,1
3750,NAM PUN NUM PUN NAM PUN NOM,1
3726,NOM NOM PRP DET:ART NOM NAM VER:ppre DET:ART NOM,1
3730,NOM NAM PRP:det NOM VER:ppre DET:ART NOM,1
3731,NOM ADJ NOM PRP:det NOM PRP NOM PRP:det NOM,1
3736,NOM PRP NOM NUM PRP:det NOM PRP NAM,1
3737,NOM NOM PUN PRP NOM PUN,1
3738,NOM PRP DET:ART NOM ADJ KON ADJ ADJ,1
3740,NAM PUN NOM NAM NOM NUM PUN,1
3741,INT PUN NOM ADJ PUN,1
3744,NAM NAM PUN NUM,1
3745,NOM PRP PRP NAM NOM,1
3746,NOM PRP NOM PRP PRP NAM NOM,1
3749,NOM PRP:det NOM ADJ KON ADJ PRP:det NOM,1
3751,NOM DET:ART NAM,1
3765,NOM PRP NOM PRP PRP ADJ NOM ADJ,1
3752,ABR PRP NOM VER:pper,1
3753,ADJ NOM PUN NUM PUN NUM PUN NUM NOM,1
3754,NAM PUN NUM PUN NUM PUN NUM NOM PUN ADJ,1
3755,NOM ADJ ADJ PUN NUM PUN,1
3756,NOM PUN NAM NAM VER:pres PUN,1
3757,NOM PRP:det NOM PRP DET:ART NOM PRP:det NOM,1
3758,ADJ NOM PRP:det NOM PRP DET:ART NOM PRP:det NOM,1
3760,NOM VER:ppre PRP:det NOM PUN,1
3761,VER:pres NOM PRP:det NOM ADJ PRP:det NOM PRP DET:ART NOM ADJ,1
3762,NOM NOM ADJ PRP:det NOM PRP DET:ART NOM ADJ,1
3763,NAM PRO:PER ADJ,1
3764,NOM NAM KON DET:ART NOM,1
3621,NOM ADJ PRP:det NOM ADJ PRP:det NOM ADJ VER:pper PRP:det NOM,1
3618,NAM NAM PRP:det NOM ADJ NOM PRP NOM NOM,1
3397,NOM KON NOM NOM ADJ ADJ,1
3477,NOM NAM PRP NAM SENT NOM,1
3480,NOM PRP DET:ART NOM NAM PRP NOM,1
3482,NOM NAM PRP DET:ART NOM ADJ NAM PRP DET:ART NOM NUM,1
3483,NOM NAM NAM PRP DET:ART NOM NUM,1
3484,NOM NAM NAM PRP DET:ART NOM PRP NOM NUM,1
3485,VER:cond NOM PRP NOM,1
3486,ABR PUN SYM PUN NAM PUN SYM PUN NAM NAM,1
3487,NAM PUN NOM PRP:det NAM ADJ PUN,1
3490,NOM PUN NOM PUN NOM PRP:det NOM PRP NOM,1
3492,NOM PRP NOM PRP ADJ ADJ,1
3496,NOM VER:ppre NOM PRP NOM ADJ ADJ,1
3497,NOM PUN ADJ PUN NAM PUN NAM PUN INT PUN NUM PUN NAM PUN PUN,1
3498,NAM PUN INT PUN NUM PUN NAM PUN,1
3501,NOM ADJ PUN NOM PRP NAM PUN NOM PRP DET:ART NOM PUN NOM PUN NOM,1
3502,NOM ADJ PUN NOM PRP NAM PUN NOM PUN NOM,1
3503,NOM PRP NOM ADJ PRP DET:ART NOM NOM,1
3504,NOM ADJ VER:ppre PRP DET:ART NOM ADJ,1
3505,VER:pper PRP:det NOM PRP NOM PRP:det NOM,1
3506,VER:pper PRP:det NOM PRP NOM ADJ,1
3507,NAM NAM PUN NAM PUN ADJ,1
3509,NOM PRP ADJ PRP VER:infi VER:pper,1
3510,NOM PRP NOM PRP VER:infi VER:pper,1
3515,NOM PRP:det NOM VER:ppre PRP:det ADJ,1
3516,NOM PRP:det NOM PRP NOM PRP:det ADJ,1
3522,NOM PRP:det ADJ PRP:det NOM ADJ,1
3524,VER:simp NOM ADJ NOM,1
3525,NOM PRO:PER PRP DET:ART NOM PRP NOM,1
3526,NAM PUN NAM NOM PRO:PER PUN,1
3478,NOM NOM PUN NOM PUN PRP NOM SENT NOM,1
3476,NAM NAM PRP NAM SENT NOM,1
3616,NAM NAM PRP DET:ART NOM ADJ ADJ,1
3475,NOM PRP NUM PUN NAM PUN NAM,1
3401,NOM ADV NOM ADJ PRP NOM ADJ,1
3404,NOM ADV ADJ NOM PRP NOM ADJ,1
3405,NOM ADJ VER:pres ADJ NOM PRP DET:ART NOM,1
3406,NOM ADJ VER:pres ADJ PRP DET:ART NOM,1
3407,NOM PRP NOM PRP DET:ART NOM PRP DET:ART NOM PRP DET:ART NOM,1
3409,NOM PRP NOM PRP NOM PRP:det NOM PRP NOM,1
3414,VER:pres PUN NOM ADJ ADJ PUN,1
3415,NOM ADJ ADJ PRP VER:pres,1
3417,NOM ADJ ADJ VER:pper PRP NOM,1
3419,VER:pres ADV VER:pper,1
3423,NOM NAM NAM ADJ,1
3427,ADJ NOM PRP:det NOM PRP:det NOM NAM,1
3429,NOM NAM PUN VER:pres PUN,1
3431,NOM PUN NOM PRP DET:ART NOM NAM PUN,1
3434,NOM NOM ADJ PRP DET:ART NOM NUM,1
3435,NOM NAM VER:pres ADJ,1
3436,NOM NUM PUN NOM PUN,1
3442,NAM PUN ADJ NOM ADJ PUN ADJ NOM ADJ ADJ NOM,1
3445,NOM PRP NOM PRP DET:ART NOM ADJ PRP DET:ART NAM ADJ,1
3447,NOM VER:ppre DET:ART NOM PRP NOM PRP DET:ART NAM ADJ,1
3448,NOM VER:ppre DET:ART NOM PRP NOM PRP DET:ART NAM,1
3453,NAM PRP NAM PUN NOM PUN NOM,1
3460,ADJ PRP ADJ NOM ADV ADJ,1
3462,NOM ADJ PRP ADJ NOM ADV ADJ,1
3467,NOM PRP:det NOM PRP NOM ADJ PRP DET:ART NOM,1
3471,NOM ADJ PRP DET:ART NOM ADJ PRP NOM,1
3473,ADJ NOM PRO:PER,1
3527,NAM NOM PRO:PER,1
3528,ABR PUN NOM NAM NOM PUN,1
3529,ADJ ADJ PRP DET:ART NOM,1
3530,ADJ VER:pper PRP DET:ART NOM,1
3582,ABR PUN NAM NOM PUN,1
3583,NOM PRP DET:ART NOM PRP DET:ART NOM PRP:det VER:simp,1
3584,NOM PRP DET:ART NOM PRP DET:ART NOM PRP:det NAM,1
3585,NOM PRP DET:ART NOM PRP DET:ART NOM PRP:det NAM PRP NAM,1
3586,NOM NOM ADJ NAM NAM,1
3589,NOM NOM NAM NAM NOM PUN VER:simp PUN,1
3591,NOM VER:pper PRP:det NOM PRP NOM ADJ PRP:det VER:simp,1
3592,NOM VER:pper PRP:det NOM PRP NOM ADJ PRP:det NAM,1
3593,NOM VER:pper PRP:det NOM PRP NOM ADJ PRP:det NAM PRP NAM,1
3594,NOM VER:pper PRP:det NOM PRP NOM PRP PRP:det NOM ADJ,1
3595,NOM VER:pper PRP:det NOM PRP NOM PRP PRP:det NOM ADJ PRP:det NAM PRP NAM,1
3596,NOM PRP:det VER:pper ADJ,1
3597,NOM PUN NOM PRP:det NOM ADJ PUN,1
3598,NAM NAM VER:pres,1
3601,NOM PRP NOM PRP NAM KON PRP NAM,1
3602,NOM PUN NOM PUN VER:pper,1
3603,NOM VER:pper NOM SENT VER:pper,1
3604,NOM ADJ VER:pres NOM ADJ,1
3605,NOM VER:pper NOM PRP NAM,1
3606,NOM PRP DET:ART NUM PUN NUM PUN NUM PUN NAM,1
3607,NOM ADJ PUN NOM NAM PUN PUN NAM PUN,1
3608,NOM PRP NOM NOM ADJ PUN NOM PUN,1
3610,NOM ABR SYM,1
3612,NOM NAM NOM NAM SYM,1
3613,NAM NAM PUN ADJ NOM NOM PUN VER:simp PUN,1
3614,NOM PUN NAM PUN NOM NAM NAM NAM PUN VER:simp PUN,1
3615,NOM PRP PRO:IND NOM,1
3581,NOM PRP:det NOM PRP DET:ART NOM PRP NAM ADJ,1
3578,NAM PUN NAM VER:pres NAM PUN,1
3576,VER:infi NOM NOM,1
3555,NAM VER:simp ADJ NOM NOM,1
3532,NOM PUN NOM NOM NAM PUN,1
3533,NAM PUN NOM ADJ VER:pres NOM PUN,1
3534,NOM PUN ADJ NOM NOM PUN,1
3535,NOM PUN VER:pres NOM NAM PUN,1
3536,NOM NUM PRP DET:ART NOM PRP NOM,1
3539,NOM NOM VER:pper PRP DET:ART NOM ADJ,1
3540,NOM NOM ADJ PRP DET:ART NAM ADJ,1
3541,NOM NAM PUN ADJ,1
3544,NOM NOM ADJ ADJ PRP:det NOM KON PRP DET:ART NOM,1
3552,NOM PRP DET:ART NOM NAM PRP DET:ART NOM PRP NAM,1
3553,NOM PRP DET:ART NOM PRP:det NOM KON PRP:det NOM,1
3554,NAM NOM VER:infi NOM NOM,1
3556,NOM PRP:det NOM PRP NOM PRP NAM NAM,1
3575,NAM PUN VER:infi NAM NOM PUN,1
3558,NOM PRP DET:ART NOM PRP ADJ,1
3559,NOM PRP DET:ART NOM VER:futu ADJ,1
3563,NOM PRP:det NOM ADJ PRP PRP:det NOM,1
3564,NOM PRP:det NOM PRP NOM PRP PRP:det NOM,1
3565,NOM PRP:det NOM PRP DET:ART ADJ NOM,1
3566,DET:ART NOM NOM,1
3567,NOM DET:ART NOM,1
3569,NAM VER:futu ADJ NOM NOM,1
3570,NOM PRP:det NAM PUN NOM ADJ NAM PUN,1
3572,ADJ VER:simp ADJ,1
3573,ADJ VER:simp PRP NOM NAM,1
3574,ADJ NOM VER:pper PRP:det NOM NAM,1
3813,NOM PUN NOM NOM ADJ NAM PUN,1
3815,ADJ NOM PRP:det NOM PRP NAM,1
3816,NAM PUN NUM PUN NAM NOM,1
4070,NOM PRP:det NOM NOM NAM,1
4075,ADJ NOM PRP:det NOM KON PRP ADJ NOM VER:pper,1
4080,NOM NOM PUN NAM PRO:PER PUN,1
4081,NAM NOM PUN ADJ,1
4083,NUM PUN NUM PUN NUM PUN NAM PUN NUM PUN NUM PUN NAM PUN NUM PUN NAM,1
4085,NOM NAM PUN NAM PUN PUN NOM ADJ PUN,1
4089,NOM ADJ NOM PUN NAM PUN PUN NOM PUN,1
4090,NAM PUN NAM PUN PUN NOM ADJ PUN,1
4091,NOM NUM NOM PUN NAM PUN PUN NOM ADJ PUN,1
4092,NOM ADJ VER:ppre PRP:det NOM PRP NOM,1
4093,NOM ADJ VER:ppre VER:ppre,1
4094,NOM NOM VER:ppre VER:ppre,1
4095,NOM NAM VER:ppre PRP:det NOM,1
4097,NOM ADJ VER:ppre PRP:det NAM,1
4102,ADJ NOM PUN VER:pres NOM,1
4103,ADJ NOM PUN VER:infi NOM,1
4104,ADJ NOM PUN ADJ NOM,1
4108,NOM NUM PUN NOM ADJ,1
4111,NOM ABR VER:pper PRP:det NOM NOM,1
4112,NOM PRP NOM NOM ADJ ADJ,1
4113,NAM NAM NOM NUM PUN PRO:PER PUN NAM,1
4114,NOM ADJ PUN NAM PUN NOM PRP NOM,1
4115,NOM ADJ PRP NOM ADJ PUN NAM PUN,1
4116,ADJ NOM ADJ ADJ PRP DET:ART NOM,1
4117,NOM PRP NOM NOM PRP NAM,1
4120,PRO:PER VER:pres NOM,1
4121,VER:simp NOM NAM,1
4126,NOM VER:pper PRP:det NOM VER:pper PRP:det NOM PRP:det NAM,1
4074,ADJ NOM PRP:det NOM PRP DET:ART NOM VER:pper PRP ADJ NOM,1
4068,NOM VER:ppre PRP:det NOM PRP NOM,1
3817,NAM PUN NUM PUN ADJ NOM,1
4067,NOM PRP VER:infi PRP NAM PUN NOM PUN,1
4016,NOM ADJ ADJ NOM PUN NAM PUN,1
4022,NOM PUN VER:pres NAM NOM PUN,1
4023,NOM PRP:det NAM KON NAM,1
4027,NOM PRP:det NOM VER:pper PRP:det NAM,1
4028,NOM ADJ PRP NOM NOM PRP NAM,1
4029,ADJ PRP NOM PRP NAM,1
4032,NOM PRP NUM NOM VER:pper PRP NOM,1
4034,NAM PUN ADJ PRP:det NOM ADJ PUN,1
4035,NOM NAM PRP NOM PRP:det NAM,1
4036,NOM NAM PRO:PER VER:ppre PRP:det NAM,1
4037,NOM NAM PRO:PER VER:ppre PRP:det NOM,1
4038,NOM PUN NOM PRP:det NOM PRP NAM PUN,1
4039,NOM PRP NOM PRP DET:ART NOM ADJ PRP DET:ART NOM PRP NOM PRP DET:ART NOM,1
4040,NOM PRP NOM PRP DET:ART NOM ADJ PRP DET:ART NOM PRP NOM,1
4041,NOM NOM ADV PRP:det NOM,1
4042,ADJ NOM ADV PRP:det NOM,1
4044,NOM ADJ ADJ ABR,1
4045,NOM PRP DET:ART NOM PUN DET:ART NOM KON DET:ART NOM,1
4046,NOM NAM PRP DET:ART NOM PRP NOM,1
4048,NOM VER:ppre DET:ART NOM ADJ PRP NOM NAM,1
4051,NOM ADJ PRP NOM PRP:det NOM ADJ PRP NOM NAM,1
4059,NOM NAM PRP:det NOM PRP NOM PRP DET:ART NOM NAM,1
4060,NOM NAM PRP:det NOM PRO:PER VER:ppre PRP DET:ART NOM NAM,1
4061,NOM NUM PRP:det NOM PRP NOM PRP DET:ART NOM NAM,1
4062,NOM NUM PRP:det NOM PRO:PER VER:ppre PRP DET:ART NOM NAM,1
4063,NOM PRP PRP:det NOM PRP NOM PRP DET:ART NOM NAM,1
4066,NOM PRP VER:infi PRP NAM,1
4129,NAM PUN NAM PUN PUN,1
4130,NOM PRP NOM KON PRP NOM PRP:det NOM ADJ,1
4131,VER:simp ADJ NOM NOM ADJ,1
4132,NOM PRP DET:ART NOM NUM PUN PRP:det NAM,1
4179,NOM PRP NOM VER:simp NOM,1
4180,VER:pres ADV NOM,1
4181,NAM PUN NAM NOM ADJ NAM PUN,1
4182,NAM NOM ADJ NAM,1
4184,NOM PRP NOM ADJ ADJ PRP DET:ART NAM,1
4185,NOM NAM PRP NOM PRP,1
4187,NOM PRP NOM PRP NOM ADJ ADJ PUN NAM PUN,1
4188,NOM PRP NOM PRP NOM ADJ ADJ PRP NOM ADJ,1
4189,NOM PRP NAM KON VER:pres NOM,1
4190,NOM PRP:det NAM NOM PRP NAM KON NAM,1
4191,NOM PRP:det NAM ADJ NOM NUM,1
4192,NOM PRP NOM PUN NOM ADJ PUN,1
4193,NOM PRP NUM SENT NOM,1
4194,DET:POS NOM,1
4195,NAM PUN NAM NOM PRP PUN,1
4196,NOM PRO:REL,1
4197,NOM VER:ppre NAM NAM,1
4198,NAM NAM VER:ppre NOM,1
4199,VER:ppre NOM NAM,1
4200,NAM PUN NOM PRP DET:ART NOM PRP PUN,1
4204,NOM ADJ PRP:det NOM VER:pper PRP:det NOM PRP DET:ART NOM ADJ PRP NOM NUM,1
4207,NOM NAM ADJ PRP NOM NAM,1
4210,NOM PRP NOM PRP NOM ADJ PRP:det NOM ADJ PRP NOM ADJ,1
4211,NOM PRP NOM PRP NOM ADJ PRP DET:ART NOM,1
4212,VER:simp PUN NOM PUN,1
4213,VER:simp VER:futu ADJ,1
4214,NAM VER:futu ADJ,1
4178,NOM ADJ PRP NOM PRP NOM PRP NOM NOM,1
4177,ADJ NOM PUN NOM NAM NOM PUN,1
4176,ADV VER:ppre PRP NOM ADJ,1
4155,NOM NOM PRP NOM PRP:det NOM ADJ ADJ,1
4134,NOM PRP NOM PRP:det NOM ADJ ADJ NOM PRP:det NOM,1
4136,NOM PRP NOM ADJ ADJ NOM PRP:det NOM,1
4137,NOM PRP:det NOM ADJ NOM VER:ppre PRP:det NOM,1
4139,NOM NAM VER:ppre PRP:det NOM ADJ ADJ,1
4140,NOM PRP PRP NOM PRP NOM ADJ,1
4141,NOM PRP PRP NOM PRP NOM ADJ ADJ,1
4142,NOM PRP PRP NOM PRP:det NOM ADJ,1
4143,NOM PRP PRP NOM PRP:det NOM ADJ ADJ,1
4147,NOM PRP NOM NAM PRP NOM ADJ,1
4149,ABR PUN NOM ADJ ADJ NOM PUN,1
4152,NOM NUM PRP NOM PRP:det NOM ADJ ADJ,1
4153,NOM PRP:det NOM ADJ ADJ PRP ADJ NOM PUN NAM PUN,1
4160,NOM PRP NOM ADJ ADJ PRP ADJ NOM,1
4175,ADV VER:pper PRP NOM ADJ,1
4161,NOM PRP DET:ART NOM PRP:det NOM PRP NOM PUN NOM NOM PRP NOM PRP:det NOM ADJ ADJ PUN,1
4162,NOM PRP:det NOM ADJ ADJ PRP ADJ NOM,1
4163,NOM PRP NOM ADJ PRP NOM ADJ ADJ,1
4164,NOM VER:pper PRP DET:ART NOM ADJ PRP:det NOM,1
4166,NOM PRP DET:ART NOM NUM PRP NOM PRP NOM PRP DET:ART NAM,1
4167,NOM PRP DET:ART NOM PRP NOM PRP NOM PUN NOM PRP NOM ADJ PUN,1
4168,NAM PUN NOM VER:pper ADV PUN,1
4169,ABR PUN NOM ADV VER:pper PUN,1
4170,NOM PRP:det NOM NOM PRP NOM ADJ,1
4171,NOM PRP NOM PRP:det NOM NOM PRP NOM ADJ,1
4173,NOM PRP DET:ART NOM ADJ PRP NOM PRP:det NOM,1
4174,VER:pper NOM PRP NOM,1
4015,NOM PUN NUM PUN NUM PUN ADJ,1
4011,NOM VER:simp PUN NUM PUN NAM PUN NUM PUN NAM PUN NUM PUN,1
4010,NOM PRP NOM PRP NAM ADJ,1
3911,NOM VER:ppre PRP:det NOM PRP VER:infi PRP:det NOM PRP NOM PRP:det NAM PRP NAM,1
3862,NOM ADV ADJ PRP:det NOM ADJ PRP:det NOM,1
3864,NOM PRP:det NOM PRP:det NOM PRP:det NOM ADJ,1
3869,VER:pres PUN NAM NAM NAM PUN,1
3871,NOM PRP DET:ART NOM ADV VER:pper,1
3873,NAM PRP PRP DET:ART NOM PRP NOM,1
3875,NOM PRP:det NOM PRP DET:ART NOM ADJ ADJ ADJ,1
3876,NOM PRP:det NOM PRP DET:ART NOM ADJ ADJ NOM,1
3879,NOM VER:pper PRP:det NAM PUN NUM PUN NUM PUN NAM,1
3881,NOM ADJ ADJ VER:pper PRP DET:ART NOM ADJ,1
3883,ADJ PRP ADJ NOM PRP:det NOM,1
3884,NOM ADJ NOM PRP:det NOM ADJ ADJ,1
3886,NOM ADJ VER:pper PRP NOM PRP NOM PRP NOM,1
3887,NAM PUN ADJ NOM NOM NAM PUN,1
3888,NOM VER:pper PRP NOM KON PRP NOM ADJ,1
3890,NOM PRP NOM PRP NAM NOM,1
3891,NOM PRP NOM PRP DET:ART NAM NOM,1
3893,NOM ADJ PRP NOM VER:pper PRP DET:ART NUM,1
3895,NAM NOM NUM PUN VER:simp PUN,1
3896,NOM NUM PUN VER:simp PUN,1
3897,NAM ADV NAM PUN VER:simp PUN,1
3900,NOM ADJ VER:pper NOM NAM,1
3901,NOM NAM ADJ NAM NAM PUN VER:simp PUN,1
3902,NOM ADJ PRP DET:ART NOM PRP:det ADJ PRP VER:infi DET:POS NOM,1
3904,NOM PRP DET:ART NOM PRP:det ADJ PRP VER:infi DET:POS NOM PRP:det VER:simp,1
